company,type,rating,reviewers,age,highly_ratedFOR,critically_ratedFOR,Pos-Work Life Balance,Pos-Company Culture,Pos-Appraisal,Pos-Learning,Pos-Work Satisfaction,Pos-Salary & Benefits,Pos-Promotions,Pos-Job Security,Pos-Skill Development,Con-Work Life Balance,Con-Company Culture,Con-Appraisal,Con-Learning,Con-Work Satisfaction,Con-Salary & Benefits,Con-Promotions,Con-Job Security,Con-Skill Development
LIC Mutual Fund,Financial Services ,3.8,96 Reviews,35.0,Work Life Balance,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1
Coldex Logistics,Logistics ,3.1,96 Reviews,19.0,"Work Satisfaction, Job Security, Work Life Balance",No-Data,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Bl International,Fashion & Textile ,3.9,96 Reviews,33.0,Work Life Balance,"Promotions / Appraisal, Job Security, Company Culture",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0
W3Global,Recruitment ,3.8,96 Reviews,18.0,"Salary & Benefits, Work Life Balance",No-Data,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Infojini,IT Services & Consulting ,3.4,96 Reviews,18.0,"Job Security, Skill Development / Learning, Work Satisfaction",No-Data,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Netxcell,Telecom ,3.6,96 Reviews,24.0,"Promotions / Appraisal, Job Security, Company Culture",No-Data,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Tatsuno India,Oil & Gas ,3.9,96 Reviews,18.0,Skill Development / Learning,"Promotions / Appraisal, Salary & Benefits, Job Security",0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0
TechNova Imaging Systems,Printing & Publishing ,4.3,96 Reviews,53.0,"Job Security, Company Culture",Promotions / Appraisal,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
Chandan Healthcare,Healthcare ,3.1,96 Reviews,33.0,"Promotions / Appraisal, Job Security, Company Culture",No-Data,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Pearl Polymers,No-Data,4.5,96 Reviews,40.0,"Company Culture, Work Life Balance, Skill Development / Learning",No-Data,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Prateek Group,Real Estate ,3.6,96 Reviews,19.0,"Work Life Balance, Skill Development / Learning, Promotions / Appraisal",No-Data,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Orient Fashions,Fashion & Textile ,4.2,96 Reviews,51.0,"Work Life Balance, Company Culture, Work Satisfaction",No-Data,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKME ACADEMY,Beauty & Personal Care ,3.9,96 Reviews,44.0,"Promotions / Appraisal, Job Security",No-Data,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Auma,Industrial Automation ,3.9,96 Reviews,60.0,Job Security,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1
Kisan Mouldings,Building Material ,3.7,96 Reviews,42.0,Work Satisfaction,"Promotions / Appraisal, Work Life Balance, Salary & Benefits",0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0
Jaycee Punching Solution,Electronics Manufacturing ,4.2,96 Reviews,17.0,"Work Satisfaction, Company Culture, Work Life Balance",Promotions / Appraisal,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
iServeU,FinTech ,3.7,96 Reviews,8.0,"Promotions / Appraisal, Job Security",No-Data,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Simplify Healthcare,Software Product ,3.2,96 Reviews,16.0,"Work Life Balance, Skill Development / Learning, Work Satisfaction",No-Data,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Orient Fashions,Fashion & Textile ,4.2,96 Reviews,51.0,"Work Life Balance, Company Culture, Work Satisfaction",No-Data,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKME ACADEMY,Beauty & Personal Care ,3.9,96 Reviews,44.0,"Promotions / Appraisal, Job Security",No-Data,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
iServeU,FinTech ,3.7,96 Reviews,8.0,"Promotions / Appraisal, Job Security",No-Data,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Eka Software Solutions,IT Services & Consulting ,3.7,96 Reviews,20.0,Salary & Benefits,"Job Security, Company Culture, Work Satisfaction",0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
Centrient Pharmaceuticals,Pharma ,3.8,96 Reviews,155.0,Company Culture,Promotions / Appraisal,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
MSys Tech India,Software Product ,4.0,96 Reviews,17.0,"Work Life Balance, Company Culture, Salary & Benefits",No-Data,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Simplify Healthcare,Software Product ,3.2,96 Reviews,16.0,"Work Life Balance, Skill Development / Learning, Work Satisfaction",No-Data,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Captain Steel India Limited,Iron & Steel ,4.1,96 Reviews,17.0,Promotions / Appraisal,No-Data,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FranchiseTrade,Management Consulting ,4.4,96 Reviews,7.0,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",No-Data,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
DOCON TECHNOLOGIES,Internet ,4.0,96 Reviews,,Salary & Benefits,"Job Security, Promotions / Appraisal",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
Delhi Institute of Digital Marketing (DIDM),Education & Training ,3.8,96 Reviews,10.0,"Skill Development / Learning, Work Life Balance, Salary & Benefits",No-Data,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Zydus Hospira Oncology,No-Data,4.4,96 Reviews,,"Skill Development / Learning, Company Culture, Job Security",No-Data,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
ZunRoof Tech,Power ,3.5,96 Reviews,8.0,"Job Security, Work Life Balance, Promotions / Appraisal",No-Data,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Nordex India,Internet ,3.5,96 Reviews,39.0,Work Life Balance,"Promotions / Appraisal, Company Culture, Skill Development / Learning",1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
Antino Labs,IT Services & Consulting ,3.3,96 Reviews,6.0,"Job Security, Salary & Benefits, Promotions / Appraisal",No-Data,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Piramal Finance Sales And Service,NBFC ,4.2,96 Reviews,,"Company Culture, Salary & Benefits, Work Life Balance",No-Data,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Deepak Foundation,Non-Profit ,3.9,95 Reviews,42.0,"Work Life Balance, Job Security, Salary & Benefits",No-Data,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Petroleum Development Oman,Petrochemicals ,4.3,95 Reviews,87.0,"Work Life Balance, Company Culture, Salary & Benefits",Job Security,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Express KCS,Marketing & Advertising ,4.0,95 Reviews,20.0,Work Life Balance,Promotions / Appraisal,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Manali Petrochemicals,Chemicals ,3.8,95 Reviews,38.0,"Salary & Benefits, Promotions / Appraisal, Company Culture",No-Data,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Ags Infotech,IT Services & Consulting ,4.3,95 Reviews,,"Job Security, Salary & Benefits, Work Life Balance",No-Data,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Home-revise Education,EdTech ,3.5,95 Reviews,22.0,"Job Security, Promotions / Appraisal, Salary & Benefits",No-Data,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Eye7 Chaudhary Eye Centre,Healthcare ,3.4,95 Reviews,37.0,Work Life Balance,No-Data,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alp Overseas,Auto Components ,4.1,95 Reviews,40.0,"Work Life Balance, Job Security, Salary & Benefits",No-Data,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Thinkapps Solutions,Recruitment ,4.0,95 Reviews,15.0,"Company Culture, Skill Development / Learning, Work Life Balance",Promotions / Appraisal,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
BRIGHTVIEW TELECOM,Telecom ,3.6,95 Reviews,16.0,"Salary & Benefits, Work Satisfaction, Company Culture",No-Data,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Hbk Contracting Company Wll,Engineering & Construction ,4.4,95 Reviews,54.0,"Salary & Benefits, Work Life Balance, Work Satisfaction",No-Data,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
InSync Analytics,Analytics & KPO ,2.6,95 Reviews,18.0,"Work Life Balance, Work Satisfaction, Promotions / Appraisal",No-Data,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Express KCS,Marketing & Advertising ,4.0,95 Reviews,20.0,Work Life Balance,Promotions / Appraisal,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Fabtech Technologies International,Engineering & Construction ,3.5,95 Reviews,25.0,"Promotions / Appraisal, Salary & Benefits, Company Culture",No-Data,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Manali Petrochemicals,Chemicals ,3.8,95 Reviews,38.0,"Salary & Benefits, Promotions / Appraisal, Company Culture",No-Data,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
PRERANA MOTORS,Automobile ,4.2,95 Reviews,33.0,"Work Life Balance, Skill Development / Learning, Company Culture",Salary & Benefits,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
SPARX IT Solutions,IT Services & Consulting ,4.0,95 Reviews,16.0,"Work Life Balance, Company Culture, Skill Development / Learning",No-Data,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Enterslice,FinTech ,4.0,95 Reviews,10.0,"Skill Development / Learning, Work Satisfaction, Company Culture",No-Data,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
VIVO Healthcare,Healthcare ,3.4,95 Reviews,15.0,"Promotions / Appraisal, Job Security, Salary & Benefits",No-Data,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Yamaha Music India,Media & Entertainment ,3.9,95 Reviews,16.0,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
HealthAssure,Fitness & Wellness ,3.3,95 Reviews,13.0,"Promotions / Appraisal, Job Security, Salary & Benefits",No-Data,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Pride Purple Group,Real Estate ,4.1,95 Reviews,24.0,"Company Culture, Job Security, Skill Development / Learning",No-Data,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Forbes Facility Services,Facility Management Services ,4.3,95 Reviews,18.0,"Work Life Balance, Company Culture, Job Security",No-Data,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Sonovision-Aetos,IT Services & Consulting ,3.7,95 Reviews,18.0,Skill Development / Learning,"Promotions / Appraisal, Salary & Benefits, Job Security",0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0
BrowserStack,IT Services & Consulting ,3.7,95 Reviews,13.0,Salary & Benefits,"Promotions / Appraisal, Work Satisfaction, Job Security",0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0
InSync Analytics,Analytics & KPO ,2.6,95 Reviews,18.0,"Work Life Balance, Work Satisfaction, Promotions / Appraisal",No-Data,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Camlin Fine Sciences,Chemicals ,3.7,95 Reviews,93.0,"Promotions / Appraisal, Job Security, Company Culture",No-Data,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Enterslice,FinTech ,4.0,95 Reviews,10.0,"Skill Development / Learning, Work Satisfaction, Company Culture",No-Data,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
SKYMAP PHARMACEUTICALS,Pharma ,4.1,95 Reviews,17.0,"Work Life Balance, Job Security, Work Satisfaction",No-Data,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Yamaha Music India,Media & Entertainment ,3.9,95 Reviews,16.0,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
HealthAssure,Fitness & Wellness ,3.3,95 Reviews,13.0,"Promotions / Appraisal, Job Security, Salary & Benefits",No-Data,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Sanghvi Movers,Industrial Machinery ,4.1,95 Reviews,35.0,"Skill Development / Learning, Work Satisfaction, Company Culture",No-Data,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Forbes Facility Services,Facility Management Services ,4.3,95 Reviews,18.0,"Work Life Balance, Company Culture, Job Security",No-Data,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Planet PCI Infotech,Recruitment ,4.0,95 Reviews,25.0,"Company Culture, Skill Development / Learning, Work Satisfaction",No-Data,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Pride Purple Group,Real Estate ,4.1,95 Reviews,24.0,"Company Culture, Job Security, Skill Development / Learning",No-Data,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Eye7 Chaudhary Eye Centre,Healthcare ,3.4,95 Reviews,37.0,Work Life Balance,No-Data,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alp Overseas,Auto Components ,4.1,95 Reviews,40.0,"Work Life Balance, Job Security, Salary & Benefits",No-Data,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Rasandik Engineering Industries India,Auto Components ,3.6,95 Reviews,38.0,"Promotions / Appraisal, Salary & Benefits, Job Security",No-Data,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Artson Engineering,Engineering & Construction ,3.9,95 Reviews,46.0,Job Security,Promotions / Appraisal,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
Eastern Book Company,Printing & Publishing ,3.4,95 Reviews,82.0,"Promotions / Appraisal, Company Culture, Work Satisfaction",No-Data,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Shivalik Rasayan,Agro Chemicals ,3.8,95 Reviews,43.0,"Promotions / Appraisal, Salary & Benefits, Job Security",No-Data,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Platinum One,No-Data,3.4,95 Reviews,16.0,"Skill Development / Learning, Company Culture, Work Satisfaction",No-Data,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Remsons Industries,Auto Components ,3.9,95 Reviews,65.0,Skill Development / Learning,"Job Security, Promotions / Appraisal",0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0
Dhanlaxmi Bank,Banking ,4.3,95 Reviews,97.0,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
Lohia Auto Industries,Automobile ,3.9,95 Reviews,16.0,Work Life Balance,Promotions / Appraisal,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Kirtane & Pandit,Accounting & Auditing ,3.8,95 Reviews,68.0,"Job Security, Company Culture, Work Life Balance","Salary & Benefits, Promotions / Appraisal",1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
RPP Infra Projects,Engineering & Construction ,3.9,95 Reviews,36.0,"Promotions / Appraisal, Salary & Benefits, Job Security",No-Data,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Demech Chemical Products,Chemicals ,4.7,95 Reviews,,"Job Security, Skill Development / Learning, Work Life Balance",No-Data,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Lloyds Metals And Energy,Iron & Steel ,3.8,95 Reviews,38.0,"Work Life Balance, Company Culture, Work Satisfaction",No-Data,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BRIGHTVIEW TELECOM,Telecom ,3.6,95 Reviews,16.0,"Salary & Benefits, Work Satisfaction, Company Culture",No-Data,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Hbk Contracting Company Wll,Engineering & Construction ,4.4,95 Reviews,54.0,"Salary & Benefits, Work Life Balance, Work Satisfaction",No-Data,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Expo Machine Tools,Industrial Machinery ,4.9,95 Reviews,,"Skill Development / Learning, Work Life Balance, Promotions / Appraisal",No-Data,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
SPJ group,FMCG ,3.1,95 Reviews,62.0,"Promotions / Appraisal, Job Security, Skill Development / Learning",No-Data,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Home-revise Education,EdTech ,3.5,95 Reviews,22.0,"Job Security, Promotions / Appraisal, Salary & Benefits",No-Data,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
MGM Medical College & Hospital,Healthcare ,4.1,95 Reviews,63.0,"Promotions / Appraisal, Salary & Benefits",No-Data,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Sharda Hospital,Healthcare ,3.7,95 Reviews,18.0,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",No-Data,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
HYOSUNG T&D,Electrical Equipment ,3.9,95 Reviews,,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",No-Data,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Sahyadri Farmers Producer Company,Food Processing ,3.5,95 Reviews,14.0,"Salary & Benefits, Promotions / Appraisal, Job Security",No-Data,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Starworth Infrastructure Construction,Engineering & Construction ,4.0,95 Reviews,23.0,"Salary & Benefits, Job Security, Company Culture",No-Data,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Marsh India Insurance Brokers,Insurance ,4.1,95 Reviews,21.0,"Job Security, Company Culture, Skill Development / Learning",Promotions / Appraisal,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0
Setco Automotive,Auto Components ,3.9,95 Reviews,42.0,Work Life Balance,No-Data,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stonex,Internet ,4.2,95 Reviews,23.0,"Job Security, Skill Development / Learning, Company Culture",No-Data,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Sms Integrated Facility Services,Facility Management Services ,4.2,95 Reviews,56.0,"Company Culture, Skill Development / Learning, Job Security",No-Data,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Pullman New Delhi Aerocity,Hospitality ,4.5,95 Reviews,9.0,"Salary & Benefits, Skill Development / Learning, Work Life Balance",No-Data,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Sahyadri Farmers Producer Company,Food Processing ,3.5,95 Reviews,14.0,"Salary & Benefits, Promotions / Appraisal, Job Security",No-Data,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
HYOSUNG T&D,Electrical Equipment ,3.9,95 Reviews,,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",No-Data,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
ABB GISL,Electrical Equipment ,4.1,95 Reviews,,"Job Security, Work Life Balance, Company Culture","Promotions / Appraisal, Salary & Benefits",1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
Lloyds Metals And Energy,Iron & Steel ,3.8,95 Reviews,38.0,"Work Life Balance, Company Culture, Work Satisfaction",No-Data,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sms Integrated Facility Services,Facility Management Services ,4.2,95 Reviews,56.0,"Company Culture, Skill Development / Learning, Job Security",No-Data,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
AccSource KPO,Accounting & Auditing ,4.0,95 Reviews,16.0,"Job Security, Work Life Balance, Skill Development / Learning",No-Data,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Tata Communications Payment Solutions,Financial Services ,3.9,95 Reviews,,"Promotions / Appraisal, Job Security, Work Life Balance",No-Data,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
IBC Techno,No-Data,5.0,95 Reviews,,"Company Culture, Salary & Benefits, Job Security",No-Data,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Thar Worx,BPO ,4.0,95 Reviews,,"Work Life Balance, Company Culture, Job Security",No-Data,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Drip Capital,FinTech ,4.1,95 Reviews,10.0,"Company Culture, Work Life Balance, Work Satisfaction",No-Data,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Nanavati Max Super Speciality Hospital,No-Data,3.9,95 Reviews,,Skill Development / Learning,"Promotions / Appraisal, Salary & Benefits",0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0
Techmihirnaik group,Logistics ,4.2,95 Reviews,5.0,"Work Life Balance, Company Culture, Skill Development / Learning",Salary & Benefits,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Sarvagram Fincare,NBFC ,3.9,95 Reviews,,"Salary & Benefits, Company Culture, Skill Development / Learning",No-Data,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Actalent Engineering & Sciences,IT Services & Consulting ,3.5,95 Reviews,,Job Security,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1
Ras Media & Entertainment,No-Data,4.0,95 Reviews,,"Company Culture, Skill Development / Learning, Work Satisfaction",No-Data,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Conserve Solution,Engineering & Construction ,4.0,95 Reviews,8.0,Skill Development / Learning,No-Data,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Solugenix India Private Limited,IT Services & Consulting ,3.7,95 Reviews,19.0,"Promotions / Appraisal, Job Security, Work Satisfaction",No-Data,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
Brigosha Technologies,IT Services & Consulting ,2.6,95 Reviews,14.0,"Work Life Balance, Company Culture, Job Security",No-Data,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Wishup,Financial Services ,4.3,95 Reviews,9.0,"Work Life Balance, Skill Development / Learning, Work Satisfaction",No-Data,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Pai International Electronics,Electronics Manufacturing ,4.4,94 Reviews,24.0,"Company Culture, Job Security, Skill Development / Learning",No-Data,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Voltech Hr Services,Recruitment ,3.6,94 Reviews,10.0,"Promotions / Appraisal, Salary & Benefits, Company Culture",No-Data,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Everest Blowers,Industrial Machinery ,4.0,94 Reviews,44.0,"Job Security, Promotions / Appraisal, Salary & Benefits",No-Data,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Line O Matic Graphic Industries,Pulp & Paper ,3.8,94 Reviews,27.0,Salary & Benefits,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1
Vehant Technologies,IT Services & Consulting ,4.2,94 Reviews,19.0,"Job Security, Work Life Balance, Work Satisfaction",No-Data,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Creditas Solutions,FinTech ,3.2,94 Reviews,9.0,"Promotions / Appraisal, Work Satisfaction, Job Security",No-Data,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
Fastway Transmission Pvt.ltd,Telecom ,3.6,94 Reviews,16.0,"Promotions / Appraisal, Job Security, Salary & Benefits",No-Data,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
CriticalRiver,IT Services & Consulting ,3.3,94 Reviews,10.0,"Promotions / Appraisal, Skill Development / Learning, Job Security",No-Data,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Monocept,Software Product ,3.8,94 Reviews,12.0,Skill Development / Learning,Promotions / Appraisal,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Ameriprise India,Financial Services ,3.7,94 Reviews,,"Job Security, Work Life Balance, Company Culture",No-Data,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bharat BPO Services,BPO ,4.6,94 Reviews,18.0,"Job Security, Company Culture, Skill Development / Learning",No-Data,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
GlobeGround India,Aviation ,4.2,94 Reviews,25.0,"Skill Development / Learning, Work Satisfaction","Promotions / Appraisal, Salary & Benefits",0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0
Naresh Kumar & Co.,Urban Transport ,3.8,94 Reviews,99.0,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
MAP Systems,IT Services & Consulting ,3.2,94 Reviews,31.0,"Promotions / Appraisal, Salary & Benefits, Company Culture",No-Data,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Allahabad High Court,Law Enforcement & Security ,4.4,94 Reviews,155.0,"Work Life Balance, Skill Development / Learning, Company Culture",Promotions / Appraisal,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
MResult Services,IT Services & Consulting ,4.1,94 Reviews,20.0,"Work Life Balance, Company Culture",No-Data,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maven Wave Partners,IT Services & Consulting ,4.2,94 Reviews,16.0,"Skill Development / Learning, Work Life Balance, Job Security",No-Data,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Takahata Precision,Auto Components ,3.9,94 Reviews,13.0,Company Culture,Promotions / Appraisal,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
ERA's Lucknow Medical College & Hospital,Education & Training ,3.8,94 Reviews,23.0,"Job Security, Company Culture, Work Life Balance",No-Data,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Durr India,Industrial Automation ,3.7,94 Reviews,27.0,Job Security,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0
Electrolab,Medical Equipment ,3.1,94 Reviews,40.0,"Salary & Benefits, Promotions / Appraisal, Work Satisfaction",No-Data,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
P N Gadgil Jewellers,Retail ,4.5,94 Reviews,192.0,"Work Life Balance, Skill Development / Learning, Company Culture",No-Data,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Wittur Elevator Components,Industrial Machinery ,3.6,94 Reviews,56.0,"Company Culture, Promotions / Appraisal, Salary & Benefits",No-Data,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
